12, 15, 5, 19, 19, 3, -6, 14, -9, -4, 0
-3, -10, -10, 1, -3, 7, -10, -10, 2, -8, 44
7, -1, 1, -1, 7, -7, -1, -1, 6, -1, 5
4, 3, -12, -12, 2, -12, 9, -12, -8, 2, 44
1, -1, 7, 7, -1, -1, 6, -1, -7, -1, 5
-1, -2, 19, -34, -8, 3, 32, 19, 39, 7, 4
3, -12, -12, 2, 4, 9, -12, -8, 2, -12, 44
27, -20, -3, 3, -1, -10, 20, -2, 10, 28, 6
1, -4, 2, -11, 11, 3, -7, 11, -11, 9, 22
-12, 2, 4, 3, -12, -8, 2, -12, 9, -12, 44
11, 1, -4, 2, -11, 9, 3, -7, 11, -11, 22
-10, -10, 1, -3, -3, -10, -10, 2, -8, 7, 44
-4, -9, 20, -1, 2, 32, 29, -19, 5, 11, 0
2, 31, -24, 1, -4, 29, -13, 22, 3, 11, 6
-11, -11, 3, 4, 2, -11, -7, 1, -11, 9, 40
1, -3, -3, -10, -10, 2, -8, 7, -10, -10, 44
-1, 1, -1, 7, 7, -1, -1, 6, -1, -7, 5
8, -13, -3, 32, -1, 8, 47, 35, -31, 14, 0
-1, -4, 4, 18, -19, 4, -4, 19, 2, 16, 8
2, 4, 3, -12, -12, 2, -12, 9, -12, -8, 44
-3, -3, -10, -10, 1, -8, 7, -10, -10, 2, 44
-1, 7, 7, -1, 1, 6, -1, -7, -1, -1, 5
-10, 1, -3, -3, -10, -10, 2, -8, 7, -10, 44
-24, 1, -4, 2, 31, 22, 3, 11, 29, -13, 6
-7, 7, -2, 2, -1, -7, 7, -1, -5, 7, 16
7, 7, -1, 1, -1, -1, -7, -1, -1, 6, 5
