-1, -1, -24970, -2, 24974, 24974, 24972, 24974, 0
19978, -19979, -3, 1, 19978, -1, -19973, 19976, 19977
-49949, 49949, -49949, -49949, 49948, 49949, -49949, -1, 149848
-3, 1, -24974, 1, -3, -24974, 5, -3, 49951
13319, -9990, 16650, 9989, -3328, -3329, -3332, 19979, 0
-2, 19979, 19977, 19979, 1, -2, -19979, -1, 5
-1, 6, 11, -10, -2, -2, 19979, 6, 3
-49949, -49949, -49949, 49949, -49948, 49949, -49949, -1, 199796
19979, -9990, -9987, -1, 19979, -1, 9988, 19979, 0
7, 24974, -6, 2, -7, 4, -4, 1, 9
-6, -2, 24974, 2, 1, 5, 24974, -6, 7
10, 8, 19979, -2, 4, -1, 4, -9, 0
-24974, 1, -24970, -2, -24974, -24974, 24972, 3, 74920
24974, 1, -8325, -8324, -8326, 24974, 16649, 16648, 1
-33299, -33299, 33298, -33299, 0, -1, -33299, -33299, 133197
