16651, -8323, -8324, -24974, 8327, -8324, 24974, 16650, 24971
16648, -8325, 16651, 8326, -24974, -8325, 24974, -8322, 24973
-33299, -5, 5, 2, 5, -4, -5, -3, 33309
24974, 24974, -8325, -8325, 16650, 24974, -8324, 16649, 0
2, 24974, 9, 7, 6, -8, -4, 3, 0
-16648, -16645, -16647, -16650, -16649, -16644, -33299, 16646, 99889
-16650, 33299, 16649, -33299, -16649, -33299, 33299, -33298, 99896
-9, 5, -9, 4, 4, 6, 24974, 1, 8
4, -2, -1, 33299, 4, 33299, -2, 3, 0
16651, -33299, 33299, -16650, -16651, 16648, 16650, -33299, 66600
5, 4, 1, 24974, -6, 6, 3, -2, 1
33299, 33299, -1, 33298, -33299, -1, -33299, -33299, 66600
2, -24972, 24974, 24971, -24973, -24971, 24973, 1, 49942
-3, 2, 2, -5, 24974, 24974, 6, 4, 0
-99899, 99899, 99899, -99899, -99899, 99899, -99899, -99899, 499494
33299, -33299, -16650, -16649, 33299, -33299, -16649, -33299, 116546
-16648, -16650, -33299, 16649, -2, 16651, -33299, -33299, 99898
-33299, -16648, -33299, -16650, -33299, -16650, -16649, -16649, 149845
24974, 24973, 8326, 16650, -24974, 8325, 8323, 8324, 0
