-49949, -49949, -49949, 49949, 49948, 49949, -49949, -1, 149848
7, -6, 2, 24974, -7, 4, -4, 1, 9
24974, -8326, -1, 8325, -16651, 24974, 16648, 8324, 4
9, 11, 6, -7, -1, -2, -3, 19979, 0
-2, 19977, 19979, 19979, 1, -2, -19979, -1, 5
-3, -24974, 1, 1, -3, -24974, 5, -3, 49951
-24974, -12486, -12485, 1, -24974, -24974, 12489, 12487, 74919
19979, -3995, -3996, -7993, 19979, -3996, 7991, 19979, 1
-2, 19977, -19975, 1, -19971, -4, 19979, 19978, 19973
19975, 19979, -4, 19974, 5, -2, 19967, -19973, 0
19978, -3, 1, -19979, 19978, -1, -19973, 19976, 19977
-1, -24970, -2, -1, 24974, 24974, 24972, 24974, 0
-49949, -49949, 49949, -49949, -49948, 49949, -49949, -1, 199796
-11, 24974, 5, -5, 2, 8, 24974, -12, 15
-33299, 33298, -33299, -33299, 0, -1, -33299, -33299, 133197
