-16648, 16651, 33299, 16649, -33299, -16650, 33299, 16649, 33298
-33299, 33299, 16650, -16648, -16651, -33298, 33299, -16650, 83247
33299, 16651, 16649, -16648, 33299, 16649, -16650, -33299, 33298
24974, 24973, 24974, 24972, -1, -3, -24969, -2, 0
16649, -33299, 16650, -16650, 16649, 33299, -1, 33298, 16651
12487, -12488, 12486, 12487, -12488, 24974, 24974, -12485, 12487
-16651, -16650, 16650, -33299, 33299, -16651, 16648, -33299, 83251
24974, 16645, 8328, 16646, 8329, -24974, 8330, 8328, 0
33299, -16648, -16651, -16651, -33298, 16650, 16650, -33299, 83248
-33299, -16649, 33299, -16649, 16650, -16650, -33299, 16649, 83247
-24974, -1, -2, 24974, 7, 6, 5, -4, 24973
-1, 33299, 4, 3, -2, 33299, -2, 33299, 0
-49949, -49949, 49948, -1, -49949, 49949, -49949, -49948, 199796
1, -33299, -33299, 2, -33297, -33298, -33299, 33297, 133193
-16648, -16649, -33299, -16650, -16650, -33299, 16650, -16649, 116546
2, -33299, -33297, -33299, -33298, -33299, 1, 33298, 133193
16653, 33299, -16652, -16649, 16646, 16651, -33299, -16647, 49949
-3, 2, -4, -1, 5, 6, 7, 24974, 0
-33299, 33299, -1, -33299, 33298, -33298, -2, 33297, 66600
16651, 16649, -16651, 16648, -16650, 16649, -33299, -33299, 66600
