1, -3, 1, -24974, -3, -24974, 5, -3, 49951
-9987, 19979, -9990, -1, 19979, -1, 9988, 19979, 0
49949, -49949, -49949, -49949, -49948, 49949, -49949, -1, 199796
-33299, -33299, -33299, 33298, 0, -1, -33299, -33299, 133197
1, 19978, -19979, -3, 19978, -1, -19973, 19976, 19977
2, -7, -3, 24974, 1, 6, 24974, -7, 9
-2, -24974, 1, -24970, -24974, -24974, 24972, 3, 74920
4, 7, 24974, -4, -7, 2, -6, 1, 9
-4000, 15978, 11991, 19979, 7988, 1, 7989, -15979, 0
9989, 13320, -9990, 16649, -3328, -3330, -3331, 19979, 0
-1, 24974, 3, -4, -7, 24974, 5, 2, 3
19979, -2, 19979, 19977, 1, -2, -19979, -1, 5
-8325, -8323, -1, -8325, 24974, 24974, 16650, 24974, 0
-19976, 4, -5, 19978, 2, 1, 19977, 19979, 0
-49949, -49949, 49949, -49949, 49948, 49949, -49949, -1, 149848
