19979, 10, 8, -2, 4, -1, 4, -9, 0
-9987, 19979, -9990, -1, 19979, -1, 9988, 19979, 0
-24974, -3, 1, 1, -3, -24974, 5, -3, 49951
-3, 19977, -19979, 1, 19977, -1, -19972, 19975, 19977
33298, -33299, -33299, -33299, 0, -1, -33299, -33299, 133197
24974, -6, -2, 2, 1, 5, 24974, -6, 7
-6, 7, 24974, 2, -7, 4, -4, 1, 9
-5, 24974, 3, -2, -8, 24974, 7, 4, 3
19976, 9988, -9986, 9992, -1, -2, -9989, 19979, 0
-49949, -49948, 49949, -49949, -1, 49949, -49949, -49949, 199796
-8326, -24974, 8322, -8325, -24974, -24974, 16650, 8326, 66599
-49949, -49949, -49949, 49949, -49948, 49949, -49949, -1, 199796
16, -1, 2, -13, -4, -4, 19979, 15, 5
-8325, -8323, -1, -8325, 24974, 24974, 16650, 24974, 0
19977, -2, 19979, 19979, 1, -2, -19979, -1, 5
