-49949, -49949, -49949, 49949, 49948, 49949, -49949, -1, 149848
9, -2, 19979, 8, 4, 1, 4, -10, 0
-3, 1, -24974, 1, -3, -24974, 5, -3, 49951
7, 4, -4, 24974, -7, 2, -6, 1, 9
-2, 19979, 19977, 19979, 1, -2, -19979, -1, 5
19979, -3995, -3996, -7993, 19979, -3996, 7991, 19979, 1
-1, -24970, -2, -1, 24974, 24974, 24972, 24974, 0
-24974, -12485, -12486, 1, -24974, -24974, 12489, 12487, 74919
24974, -2, -5, 3, -8, 24974, 7, 4, 3
9988, 14984, 14986, -4995, -1, -4993, -9990, 19979, 0
-33299, -33299, 33298, -33299, 0, -1, -33299, -33299, 133197
19978, 1, -3, -19979, 19978, -1, -19973, 19976, 19977
6, -8, 13, -4, -2, 1, 10, 19979, 0
-49949, 49949, -49949, -49949, -49948, 49949, -49949, -1, 199796
-11, 5, 24974, -5, 2, 8, 24974, -12, 15
