-33299, -33299, -33299, 33298, 0, -1, -33299, -33299, 133197
3, -1, 24974, -4, -7, 24974, 5, 2, 3
-19979, 1, 19978, -3, 19978, -1, -19973, 19976, 19977
1, 1, -3, -24974, -3, -24974, 5, -3, 49951
1, -2, 19977, 19975, 19974, -19977, 19979, 4, 0
-19973, -19976, 4, 19978, 2, 1, 19977, 19979, 19968
49949, -49949, -49949, -49949, 49948, 49949, -49949, -1, 149848
24974, -8324, 16650, -24974, -24973, -8325, -24974, 8324, 66596
-1, -24970, -1, -2, 24974, 24974, 24972, 24974, 0
-5, 5, -14, 24974, 4, 10, 24974, -11, 15
17, -3, 18, 19979, 4, -5, 8, -13, 0
6, 19979, 2, 9, -2, 1, -10, 6, 0
19979, 19979, -2, 19977, 1, -2, -19979, -1, 5
1, -2, -24974, -24970, -24974, -24974, 24972, 3, 74920
-49949, 49949, -49949, -49949, -49948, 49949, -49949, -1, 199796
