-49949, -49949, -49949, 49949, 49948, 49949, -49949, -1, 149848
-3, 24974, -2, 1, -4, 24974, 6, 5, 0
-12486, -24974, -12485, 1, -24974, -24974, 12489, 12487, 74919
-24974, -3, 1, 1, -3, -24974, 5, -3, 49951
33298, -33299, -33299, -33299, 0, -1, -33299, -33299, 133197
-8325, -8323, -8325, -1, 24974, 24974, 16650, 24974, 0
19979, 7991, -7992, -3995, -3996, -3996, 15984, 19979, 0
-3, 19977, 1, -19979, 19977, -1, -19972, 19975, 19977
15983, 7994, 11987, -7992, -3995, -3996, -7990, 19979, 3994
-6, 7, 2, 24974, -7, 4, -4, 1, 9
-3995, 19979, -3996, -7993, 19979, -3996, 7991, 19979, 1
-49949, -49949, 49949, -49949, -49948, 49949, -49949, -1, 199796
19979, 19976, -3992, 15984, 11990, -1, 3994, -15985, 0
24974, -11, 5, -5, 2, 8, 24974, -12, 15
19977, -2, 19979, 19979, 1, -2, -19979, -1, 5
